0.000000000,0.000000000
1.000000000,1.584740296
2.000000000,0.000000000
3.000000000,0.000000000
4.000000000,1.513034409
5.000000000,0.981244367
6.000000000,2.943874194
7.000000000,4.060617117
8.000000000,3.090383107
9.000000000,1.531823060
10.000000000,4.049265854
11.000000000,3.792934116
12.000000000,4.835697048
13.000000000,5.544963568
14.000000000,4.915450981
15.000000000,2.515312536
16.000000000,3.032201797
17.000000000,7.107548886
18.000000000,9.637394720
19.000000000,8.341516381
20.000000000,5.326142304
21.000000000,10.080695936
22.000000000,10.999863731
23.000000000,7.449636772
24.000000000,6.945934845
25.000000000,8.814306971
26.000000000,9.834522731
27.000000000,9.986669549
28.000000000,10.369293873
29.000000000,13.321602439
30.000000000,10.889369893
31.000000000,10.601353204
32.000000000,14.072357115
33.000000000,12.811141348
34.000000000,12.517853951
35.000000000,14.312944452
36.000000000,12.889702281
37.000000000,11.285188379
38.000000000,14.645662364
39.000000000,14.905278407
40.000000000,13.470421029
41.000000000,18.363832793
42.000000000,16.894183267
43.000000000,14.536825675
44.000000000,15.878283483
45.000000000,14.539958885
46.000000000,18.572049600
47.000000000,17.350669162
48.000000000,19.068084701
49.000000000,18.822205238
50.000000000,20.156230958
51.000000000,20.687366671
52.000000000,19.207048593
53.000000000,19.723349731
54.000000000,22.782175168
55.000000000,20.440409080
56.000000000,21.429541252
57.000000000,21.306339410
58.000000000,22.527890273
59.000000000,23.451259072
60.000000000,21.747747092
61.000000000,20.939545876
62.000000000,24.492497389
63.000000000,24.608285023
64.000000000,21.128014352
65.000000000,24.517782784
66.000000000,26.884728987
67.000000000,27.945884496
68.000000000,30.173974245
69.000000000,25.451331376
70.000000000,29.775146456
71.000000000,27.208417825
72.000000000,29.639367510
73.000000000,30.219234711
74.000000000,30.905661306
75.000000000,30.031801445
76.000000000,30.200520060
77.000000000,30.359593270
78.000000000,33.774839322
79.000000000,33.887652454
80.000000000,36.317180272
81.000000000,31.897763586
82.000000000,52.467908550
83.000000000,55.140841872
84.000000000,52.834171550
85.000000000,55.393626685
86.000000000,56.162034461
87.000000000,61.164299074
88.000000000,60.459921016
89.000000000,64.032457380
90.000000000,67.396917250
